934,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-01-17 00:00:00,1
2019-01-17 00:03:00,1
2019-01-17 00:05:00,1
2019-01-17 00:06:00,1
2019-01-17 00:10:00,1
2019-01-17 00:14:00,1
2019-01-17 00:16:00,1
2019-01-17 00:17:00,1
2019-01-17 00:21:00,1
2019-01-17 00:24:00,1
2019-01-17 00:27:00,1
2019-01-17 00:29:00,1
2019-01-17 00:32:00,1
2019-01-17 00:36:00,1
2019-01-17 00:38:00,1
2019-01-17 00:40:00,1
2019-01-17 00:44:00,1
2019-01-17 00:48:00,1
2019-01-17 00:50:00,1
2019-01-17 00:51:00,1
2019-01-17 00:54:00,1
2019-01-17 00:59:00,1
2019-01-17 01:00:00,1
2019-01-17 01:02:00,1
2019-01-17 01:04:00,1
2019-01-17 01:08:00,1
2019-01-17 01:10:00,1
2019-01-17 01:11:00,1
2019-01-17 01:14:00,1
2019-01-17 01:18:00,1
2019-01-17 01:20:00,1
2019-01-17 01:21:00,1
2019-01-17 01:25:00,1
2019-01-17 01:28:00,1
2019-01-17 01:29:00,1
2019-01-17 01:30:00,1
2019-01-17 01:35:00,1
2019-01-17 01:37:00,1
2019-01-17 01:38:00,1
2019-01-17 01:41:00,1
2019-01-17 01:45:00,1
2019-01-17 01:47:00,1
2019-01-17 01:48:00,1
2019-01-17 01:51:00,1
2019-01-17 01:54:00,1
2019-01-17 01:56:00,1
2019-01-17 01:57:00,1
2019-01-17 02:02:00,1
2019-01-17 02:03:00,1
2019-01-17 02:04:00,1
2019-01-17 02:06:00,1
2019-01-17 02:11:00,1
2019-01-17 02:12:00,1
2019-01-17 02:13:00,1
2019-01-17 02:18:00,1
2019-01-17 02:20:00,1
2019-01-17 02:22:00,1
2019-01-17 02:24:00,1
2019-01-17 02:27:00,1
2019-01-17 02:29:00,1
2019-01-17 02:30:00,1
2019-01-17 02:34:00,1
2019-01-17 02:35:00,1
2019-01-17 02:36:00,1
2019-01-17 02:41:00,1
2019-01-17 02:42:00,1
2019-01-17 02:44:00,1
2019-01-17 02:46:00,1
2019-01-17 02:49:00,1
2019-01-17 02:50:00,1
2019-01-17 02:51:00,1
2019-01-17 02:56:00,1
2019-01-17 02:57:00,1
2019-01-17 02:59:00,1
2019-01-17 03:02:00,1
2019-01-17 03:04:00,1
2019-01-17 03:05:00,1
2019-01-17 03:07:00,1
2019-01-17 03:10:00,1
2019-01-17 03:11:00,1
2019-01-17 03:12:00,1
2019-01-17 03:16:00,1
2019-01-17 03:17:00,1
2019-01-17 03:18:00,1
2019-01-17 03:22:00,1
2019-01-17 03:24:00,1
2019-01-17 03:25:00,1
2019-01-17 03:28:00,1
2019-01-17 03:29:00,1
2019-01-17 03:30:00,1
2019-01-17 03:33:00,1
2019-01-17 03:35:00,1
2019-01-17 03:36:00,1
2019-01-17 03:39:00,1
2019-01-17 03:41:00,1
2019-01-17 03:42:00,1
2019-01-17 03:44:00,1
2019-01-17 03:46:00,1
2019-01-17 03:47:00,1
2019-01-17 03:50:00,1
2019-01-17 03:52:00,1
2019-01-17 03:53:00,1
2019-01-17 03:55:00,1
2019-01-17 03:57:00,1
2019-01-17 03:59:00,1
2019-01-17 04:01:00,1
2019-01-17 04:04:00,1
2019-01-17 04:05:00,1
2019-01-17 04:06:00,1
2019-01-17 04:09:00,1
2019-01-17 04:10:00,1
2019-01-17 04:12:00,1
2019-01-17 04:14:00,1
2019-01-17 04:15:00,1
2019-01-17 04:17:00,1
2019-01-17 04:19:00,1
2019-01-17 04:20:00,1
2019-01-17 04:22:00,1
2019-01-17 04:25:00,1
2019-01-17 04:26:00,1
2019-01-17 04:28:00,1
2019-01-17 04:30:00,1
2019-01-17 04:31:00,1
2019-01-17 04:33:00,1
2019-01-17 04:35:00,1
2019-01-17 04:36:00,1
2019-01-17 04:38:00,1
2019-01-17 04:40:00,1
2019-01-17 04:41:00,1
2019-01-17 04:44:00,1
2019-01-17 04:45:00,1
2019-01-17 04:47:00,1
2019-01-17 04:49:00,1
2019-01-17 04:51:00,1
2019-01-17 04:52:00,1
2019-01-17 04:55:00,1
2019-01-17 04:56:00,1
2019-01-17 04:59:00,1
2019-01-17 05:01:00,1
2019-01-17 05:02:00,1
2019-01-17 05:05:00,1
2019-01-17 05:06:00,1
2019-01-17 05:07:00,1
2019-01-17 05:10:00,1
2019-01-17 05:11:00,1
2019-01-17 05:13:00,1
2019-01-17 05:15:00,1
2019-01-17 05:16:00,1
2019-01-17 05:18:00,1
2019-01-17 05:20:00,1
2019-01-17 05:22:00,1
2019-01-17 05:24:00,1
2019-01-17 05:26:00,1
2019-01-17 05:27:00,1
2019-01-17 05:30:00,1
2019-01-17 05:31:00,1
2019-01-17 05:34:00,1
2019-01-17 05:36:00,1
2019-01-17 05:38:00,1
2019-01-17 05:40:00,1
2019-01-17 05:42:00,1
2019-01-17 05:44:00,1
2019-01-17 05:47:00,1
2019-01-17 05:48:00,1
2019-01-17 05:50:00,1
2019-01-17 05:52:00,1
2019-01-17 05:53:00,1
2019-01-17 05:56:00,1
2019-01-17 05:58:00,1
2019-01-17 06:00:00,1
2019-01-17 06:02:00,1
2019-01-17 06:03:00,1
2019-01-17 06:05:00,1
2019-01-17 06:07:00,1
2019-01-17 06:09:00,1
2019-01-17 06:11:00,1
2019-01-17 06:12:00,1
2019-01-17 06:15:00,1
2019-01-17 06:17:00,1
2019-01-17 06:18:00,1
2019-01-17 06:21:00,1
2019-01-17 06:22:00,1
2019-01-17 06:24:00,1
2019-01-17 06:26:00,1
2019-01-17 06:28:00,1
2019-01-17 06:31:00,1
2019-01-17 06:32:00,1
2019-01-17 06:34:00,1
2019-01-17 06:36:00,1
2019-01-17 06:38:00,1
2019-01-17 06:40:00,1
2019-01-17 06:41:00,1
2019-01-17 06:43:00,1
2019-01-17 06:46:00,1
2019-01-17 06:47:00,1
2019-01-17 06:50:00,1
2019-01-17 06:51:00,1
2019-01-17 06:53:00,1
2019-01-17 06:55:00,1
2019-01-17 06:57:00,1
2019-01-17 06:59:00,1
2019-01-17 07:01:00,1
2019-01-17 07:03:00,1
2019-01-17 07:04:00,1
2019-01-17 07:07:00,1
2019-01-17 07:09:00,1
2019-01-17 07:10:00,1
2019-01-17 07:12:00,1
2019-01-17 07:14:00,1
2019-01-17 07:16:00,1
2019-01-17 07:18:00,1
2019-01-17 07:20:00,1
2019-01-17 07:22:00,1
2019-01-17 07:23:00,1
2019-01-17 07:25:00,1
2019-01-17 07:27:00,1
2019-01-17 07:29:00,1
2019-01-17 07:31:00,1
2019-01-17 07:33:00,1
2019-01-17 07:35:00,1
2019-01-17 07:37:00,1
2019-01-17 07:39:00,1
2019-01-17 07:40:00,1
2019-01-17 07:42:00,1
2019-01-17 07:45:00,1
2019-01-17 07:48:00,1
2019-01-17 07:50:00,1
2019-01-17 07:51:00,1
2019-01-17 07:54:00,1
2019-01-17 07:55:00,1
2019-01-17 07:56:00,1
2019-01-17 07:57:00,1
2019-01-17 07:58:00,1
2019-01-17 07:59:00,1
2019-01-17 08:01:00,1
2019-01-17 08:02:00,1
2019-01-17 08:03:00,1
2019-01-17 08:04:00,1
2019-01-17 08:05:00,1
2019-01-17 08:06:00,1
2019-01-17 08:07:00,1
2019-01-17 08:08:00,1
2019-01-17 08:09:00,1
2019-01-17 08:10:00,1
2019-01-17 08:11:00,1
2019-01-17 08:12:00,1
2019-01-17 08:13:00,1
2019-01-17 08:14:00,1
2019-01-17 08:15:00,1
2019-01-17 08:17:00,1
2019-01-17 08:18:00,1
2019-01-17 08:19:00,1
2019-01-17 08:20:00,1
2019-01-17 08:21:00,1
2019-01-17 08:22:00,1
2019-01-17 08:23:00,1
2019-01-17 08:24:00,1
2019-01-17 08:25:00,1
2019-01-17 08:27:00,1
2019-01-17 08:28:00,1
2019-01-17 08:30:00,1
2019-01-17 08:32:00,1
2019-01-17 08:34:00,1
2019-01-17 08:35:00,1
2019-01-17 08:36:00,1
2019-01-17 08:37:00,1
2019-01-17 08:38:00,1
2019-01-17 08:39:00,1
2019-01-17 08:40:00,1
2019-01-17 08:41:00,1
2019-01-17 08:42:00,1
2019-01-17 08:45:00,1
2019-01-17 08:46:00,1
2019-01-17 08:47:00,1
2019-01-17 08:48:00,1
2019-01-17 08:49:00,1
2019-01-17 08:51:00,1
2019-01-17 08:52:00,1
2019-01-17 08:53:00,1
2019-01-17 08:54:00,1
2019-01-17 08:55:00,1
2019-01-17 08:56:00,1
2019-01-17 08:58:00,1
2019-01-17 08:59:00,1
2019-01-17 09:00:00,1
2019-01-17 09:01:00,1
2019-01-17 09:03:00,1
2019-01-17 09:06:00,1
2019-01-17 09:09:00,1
2019-01-17 09:11:00,1
2019-01-17 09:14:00,1
2019-01-17 09:15:00,1
2019-01-17 09:16:00,1
2019-01-17 09:17:00,1
2019-01-17 09:18:00,1
2019-01-17 09:19:00,1
2019-01-17 09:20:00,1
2019-01-17 09:21:00,1
2019-01-17 09:22:00,1
2019-01-17 09:23:00,1
2019-01-17 09:24:00,1
2019-01-17 09:25:00,1
2019-01-17 09:26:00,1
2019-01-17 09:27:00,1
2019-01-17 09:28:00,1
2019-01-17 09:29:00,1
2019-01-17 09:30:00,1
2019-01-17 09:31:00,1
2019-01-17 09:32:00,1
2019-01-17 09:33:00,1
2019-01-17 09:34:00,1
2019-01-17 09:35:00,1
2019-01-17 09:36:00,1
2019-01-17 09:37:00,1
2019-01-17 09:38:00,1
2019-01-17 09:39:00,1
2019-01-17 09:40:00,1
2019-01-17 09:42:00,1
2019-01-17 09:44:00,1
2019-01-17 09:45:00,1
2019-01-17 09:47:00,1
2019-01-17 09:48:00,1
2019-01-17 09:50:00,1
2019-01-17 09:52:00,1
2019-01-17 09:55:00,1
2019-01-17 09:57:00,1
2019-01-17 09:59:00,1
2019-01-17 10:02:00,1
2019-01-17 10:08:00,1
2019-01-17 10:11:00,1
2019-01-17 10:15:00,1
2019-01-17 10:18:00,1
2019-01-17 10:22:00,1
2019-01-17 10:25:00,1
2019-01-17 10:28:00,1
2019-01-17 10:32:00,1
2019-01-17 10:36:00,1
2019-01-17 10:39:00,1
2019-01-17 10:43:00,1
2019-01-17 10:48:00,2
2019-01-17 10:49:00,9
2019-01-17 10:50:00,6
2019-01-17 10:51:00,8
