2376,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-17 10:48:00,5
2019-01-17 10:49:00,30
2019-01-17 10:50:00,39
2019-01-17 10:51:00,35
2019-01-17 10:52:00,26
2019-01-17 10:53:00,50
2019-01-17 10:54:00,37
2019-01-17 10:55:00,30
2019-01-17 10:56:00,42
2019-01-17 10:57:00,41
2019-01-17 10:58:00,34
2019-01-17 10:59:00,50
2019-01-17 11:00:00,29
2019-01-17 11:01:00,23
2019-01-17 11:02:00,30
2019-01-17 11:03:00,39
2019-01-17 11:04:00,30
2019-01-17 11:05:00,12
2019-01-17 11:06:00,42
2019-01-17 11:07:00,51
2019-01-17 11:08:00,35
2019-01-17 11:09:00,36
2019-01-17 11:10:00,41
2019-01-17 11:11:00,36
2019-01-17 11:12:00,36
2019-01-17 11:13:00,48
2019-01-17 11:14:00,23
2019-01-17 11:15:00,50
2019-01-17 11:16:00,41
2019-01-17 11:17:00,36
2019-01-17 11:18:00,23
2019-01-17 12:23:00,5
2019-01-17 12:24:00,30
2019-01-17 12:25:00,40
2019-01-17 12:26:00,40
2019-01-17 12:27:00,23
2019-01-17 12:28:00,49
2019-01-17 12:29:00,38
2019-01-17 12:30:00,36
2019-01-17 12:31:00,39
2019-01-17 12:32:00,38
2019-01-17 12:33:00,29
2019-01-17 12:34:00,48
2019-01-17 12:35:00,35
2019-01-17 12:36:00,23
2019-01-17 12:37:00,26
2019-01-17 12:38:00,34
2019-01-17 12:39:00,32
2019-01-17 12:40:00,24
2019-01-17 12:41:00,39
2019-01-17 12:42:00,50
2019-01-17 12:43:00,42
2019-01-17 12:44:00,40
2019-01-17 12:45:00,40
2019-01-17 12:46:00,37
2019-01-17 12:47:00,29
2019-01-17 12:48:00,48
2019-01-17 12:49:00,20
2019-01-17 12:50:00,51
2019-01-17 12:51:00,40
2019-01-17 12:52:00,36
2019-01-17 12:53:00,24
2019-01-17 17:27:00,1
2019-01-17 17:29:00,1
2019-01-17 17:32:00,7
2019-01-17 17:33:00,11
2019-01-17 17:34:00,10
2019-01-17 17:35:00,12
2019-01-17 17:36:00,10
2019-01-17 17:37:00,12
2019-01-17 17:38:00,11
2019-01-17 17:39:00,11
2019-01-17 17:40:00,11
2019-01-17 17:41:00,11
2019-01-17 17:42:00,11
2019-01-17 17:43:00,11
2019-01-17 17:44:00,11
2019-01-17 17:45:00,11
2019-01-17 17:46:00,12
2019-01-17 17:47:00,11
2019-01-17 17:48:00,11
2019-01-17 17:49:00,11
2019-01-17 17:50:00,12
2019-01-17 17:51:00,2
