1243,"SELECT objID, ra, dec FROM Star WHERE (ra between # and #) and (dec between # and #)"
2019-01-17 10:08:00,136
2019-01-17 10:09:00,105
2019-01-17 10:40:00,153
2019-01-17 10:41:00,147
2019-01-17 10:42:00,339
2019-01-17 10:43:00,8
2019-01-17 15:10:00,58
2019-01-17 20:35:00,102
2019-01-17 20:36:00,71
2019-01-17 20:37:00,51
2019-01-17 20:38:00,73
