34,SELECT DISTINCT p.* FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #)) or ((p.ra between # and #) and (p.dec between # and #))
2019-01-17 18:03:00,3
2019-01-17 18:04:00,5
2019-01-17 18:14:00,8
2019-01-17 18:26:00,3
2019-01-17 18:27:00,5
2019-01-17 21:17:00,1
2019-01-17 23:02:00,8
2019-01-17 23:12:00,1
