26,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-01-17 03:02:00,1
2019-01-17 03:04:00,1
2019-01-17 03:07:00,1
2019-01-17 03:09:00,1
2019-01-17 03:12:00,1
2019-01-17 03:39:00,1
2019-01-17 07:03:00,1
2019-01-17 08:06:00,1
2019-01-17 11:41:00,1
2019-01-17 12:43:00,1
2019-01-17 13:45:00,1
2019-01-17 15:52:00,1
2019-01-17 16:02:00,1
2019-01-17 16:05:00,1
2019-01-17 16:11:00,2
2019-01-17 17:20:00,1
2019-01-17 20:24:00,1
2019-01-17 22:39:00,8
