21,"select name, type, description from DBObjects where  type in (&&&,&&&) and access=&&& and UPPER(name) like &&&"
2019-01-17 01:35:00,1
2019-01-17 01:41:00,1
2019-01-17 01:49:00,1
2019-01-17 02:01:00,1
2019-01-17 02:16:00,1
2019-01-17 03:14:00,1
2019-01-17 03:27:00,1
2019-01-17 03:32:00,1
2019-01-17 07:36:00,1
2019-01-17 08:19:00,1
2019-01-17 08:37:00,1
2019-01-17 08:38:00,1
2019-01-17 08:40:00,1
2019-01-17 12:50:00,1
2019-01-17 16:07:00,1
2019-01-17 16:19:00,1
2019-01-17 16:23:00,1
2019-01-17 16:26:00,1
2019-01-17 16:44:00,1
2019-01-17 16:50:00,1
2019-01-17 16:58:00,1
