4,"SELECT   TOP # mangaid, input_teff, input_logg, input_fe_h, input_alpha_m  FROM MaStar_goodstars  WHERE input_teff BETWEEN # AND #"
2019-01-17 19:13:00,1
2019-01-17 21:55:00,2
2019-01-17 23:26:00,1
