61,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-08-21 00:46:00,1
2019-08-21 01:47:00,1
2019-08-21 02:46:00,1
2019-08-21 03:46:00,1
2019-08-21 04:45:00,1
2019-08-21 05:46:00,1
2019-08-21 06:45:00,1
2019-08-21 06:48:00,9
2019-08-21 07:46:00,1
2019-08-21 08:46:00,1
2019-08-21 09:03:00,1
2019-08-21 09:09:00,6
2019-08-21 09:10:00,3
2019-08-21 09:45:00,1
2019-08-21 10:51:00,1
2019-08-21 11:45:00,1
2019-08-21 12:46:00,1
2019-08-21 13:45:00,1
2019-08-21 14:46:00,1
2019-08-21 14:58:00,1
2019-08-21 15:35:00,9
2019-08-21 15:46:00,1
2019-08-21 15:59:00,1
2019-08-21 16:24:00,2
2019-08-21 16:46:00,1
2019-08-21 17:45:00,1
2019-08-21 18:45:00,1
2019-08-21 18:54:00,6
2019-08-21 18:55:00,3
2019-08-21 19:45:00,1
