727,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-08-21 02:51:00,30
2019-08-21 02:52:00,23
2019-08-21 02:53:00,15
2019-08-21 02:54:00,46
2019-08-21 02:55:00,39
2019-08-21 02:56:00,42
2019-08-21 02:57:00,42
2019-08-21 02:58:00,40
2019-08-21 02:59:00,41
2019-08-21 03:00:00,38
2019-08-21 03:01:00,34
2019-08-21 05:52:00,6
2019-08-21 05:53:00,47
2019-08-21 05:54:00,46
2019-08-21 05:55:00,49
2019-08-21 05:56:00,50
2019-08-21 05:57:00,47
2019-08-21 05:58:00,48
2019-08-21 05:59:00,44
