60,select distinct parent from DBViewCols where viewname=&&&
2019-08-21 00:22:00,1
2019-08-21 00:36:00,1
2019-08-21 00:47:00,1
2019-08-21 01:27:00,1
2019-08-21 01:32:00,1
2019-08-21 01:44:00,1
2019-08-21 02:08:00,2
2019-08-21 03:42:00,2
2019-08-21 03:43:00,1
2019-08-21 04:29:00,1
2019-08-21 05:45:00,3
2019-08-21 05:46:00,3
2019-08-21 06:03:00,1
2019-08-21 06:05:00,1
2019-08-21 06:16:00,2
2019-08-21 06:17:00,4
2019-08-21 06:19:00,2
2019-08-21 06:23:00,3
2019-08-21 06:45:00,2
2019-08-21 06:52:00,1
2019-08-21 07:06:00,1
2019-08-21 07:22:00,1
2019-08-21 08:38:00,1
2019-08-21 08:41:00,1
2019-08-21 08:56:00,1
2019-08-21 08:57:00,2
2019-08-21 10:58:00,1
2019-08-21 11:48:00,1
2019-08-21 12:21:00,1
2019-08-21 12:57:00,1
2019-08-21 13:03:00,1
2019-08-21 13:08:00,1
2019-08-21 13:09:00,1
2019-08-21 13:30:00,1
2019-08-21 13:46:00,1
2019-08-21 14:15:00,1
2019-08-21 17:04:00,1
2019-08-21 17:36:00,1
2019-08-21 17:56:00,2
2019-08-21 17:57:00,2
2019-08-21 18:08:00,1
2019-08-21 19:20:00,1
2019-08-21 20:13:00,1
