19,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-08-21 10:23:00,1
2019-08-21 11:01:00,1
2019-08-21 11:27:00,1
2019-08-21 11:45:00,1
2019-08-21 12:05:00,1
2019-08-21 12:39:00,1
2019-08-21 12:56:00,1
2019-08-21 13:30:00,1
2019-08-21 13:51:00,1
2019-08-21 14:13:00,1
2019-08-21 14:29:00,1
2019-08-21 14:51:00,1
2019-08-21 15:11:00,1
2019-08-21 15:35:00,1
2019-08-21 15:56:00,1
2019-08-21 16:14:00,1
2019-08-21 16:34:00,1
2019-08-21 19:40:00,1
2019-08-21 20:04:00,1
