94,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-08-21 00:47:00,1
2019-08-21 01:44:00,1
2019-08-21 02:08:00,2
2019-08-21 02:23:00,1
2019-08-21 03:10:00,1
2019-08-21 03:42:00,2
2019-08-21 03:43:00,1
2019-08-21 03:56:00,1
2019-08-21 03:58:00,1
2019-08-21 05:45:00,3
2019-08-21 05:46:00,3
2019-08-21 06:16:00,2
2019-08-21 06:17:00,5
2019-08-21 06:19:00,2
2019-08-21 06:23:00,3
2019-08-21 06:25:00,1
2019-08-21 06:45:00,2
2019-08-21 06:52:00,1
2019-08-21 07:06:00,3
2019-08-21 07:39:00,1
2019-08-21 07:41:00,1
2019-08-21 07:48:00,3
2019-08-21 08:38:00,2
2019-08-21 08:41:00,1
2019-08-21 08:56:00,1
2019-08-21 08:57:00,2
2019-08-21 09:20:00,1
2019-08-21 10:33:00,1
2019-08-21 10:36:00,1
2019-08-21 10:50:00,1
2019-08-21 12:21:00,1
2019-08-21 13:09:00,1
2019-08-21 13:26:00,1
2019-08-21 13:46:00,1
2019-08-21 13:48:00,1
2019-08-21 13:56:00,1
2019-08-21 14:08:00,2
2019-08-21 14:10:00,1
2019-08-21 14:14:00,1
2019-08-21 15:03:00,2
2019-08-21 15:55:00,1
2019-08-21 16:03:00,1
2019-08-21 16:06:00,1
2019-08-21 16:07:00,4
2019-08-21 17:44:00,1
2019-08-21 18:11:00,1
2019-08-21 19:27:00,2
2019-08-21 19:39:00,1
2019-08-21 19:55:00,2
2019-08-21 20:34:00,1
2019-08-21 21:15:00,1
2019-08-21 21:36:00,1
2019-08-21 21:45:00,2
2019-08-21 21:47:00,2
2019-08-21 21:48:00,7
2019-08-21 23:24:00,1
2019-08-21 23:25:00,1
2019-08-21 23:26:00,1
