42,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-05 00:15:00,1
2019-05-05 00:20:00,1
2019-05-05 00:55:00,1
2019-05-05 01:37:00,1
2019-05-05 03:33:00,1
2019-05-05 03:35:00,2
2019-05-05 03:40:00,1
2019-05-05 03:45:00,2
2019-05-05 07:35:00,4
2019-05-05 07:40:00,3
2019-05-05 10:01:00,1
2019-05-05 12:35:00,1
2019-05-05 13:05:00,1
2019-05-05 19:35:00,5
2019-05-05 19:40:00,1
2019-05-05 20:05:00,7
2019-05-05 20:10:00,4
2019-05-05 23:35:00,3
2019-05-05 23:40:00,2
