9,SELECT * FROM GU2#_hw2_w5_#
2019-05-05 09:54:00,1
2019-05-05 09:55:00,1
2019-05-05 10:00:00,1
2019-05-05 10:04:00,1
2019-05-05 10:09:00,1
2019-05-05 10:12:00,1
2019-05-05 12:47:00,2
2019-05-05 12:48:00,1
