5329,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-05 00:00:00,4
2019-05-05 00:03:00,2
2019-05-05 00:04:00,3
2019-05-05 00:05:00,9
2019-05-05 00:06:00,1
2019-05-05 00:07:00,3
2019-05-05 00:08:00,13
2019-05-05 00:09:00,3
2019-05-05 00:10:00,4
2019-05-05 00:13:00,2
2019-05-05 00:14:00,2
2019-05-05 00:15:00,9
2019-05-05 00:16:00,1
2019-05-05 00:17:00,3
2019-05-05 00:18:00,12
2019-05-05 00:19:00,4
2019-05-05 00:20:00,4
2019-05-05 00:23:00,2
2019-05-05 00:24:00,2
2019-05-05 00:25:00,9
2019-05-05 00:26:00,1
2019-05-05 00:27:00,3
2019-05-05 00:28:00,12
2019-05-05 00:29:00,3
2019-05-05 00:30:00,4
2019-05-05 00:33:00,2
2019-05-05 00:34:00,2
2019-05-05 00:35:00,9
2019-05-05 00:36:00,1
2019-05-05 00:37:00,3
2019-05-05 00:38:00,13
2019-05-05 00:39:00,5
2019-05-05 00:40:00,4
2019-05-05 00:43:00,4
2019-05-05 00:44:00,3
2019-05-05 00:45:00,9
2019-05-05 00:46:00,1
2019-05-05 00:47:00,3
2019-05-05 00:48:00,13
2019-05-05 00:49:00,3
2019-05-05 00:50:00,4
2019-05-05 00:53:00,2
2019-05-05 00:54:00,2
2019-05-05 00:55:00,9
2019-05-05 00:56:00,1
2019-05-05 00:57:00,3
2019-05-05 00:58:00,12
2019-05-05 00:59:00,3
2019-05-05 01:00:00,4
2019-05-05 01:03:00,2
2019-05-05 01:05:00,9
2019-05-05 01:06:00,1
2019-05-05 01:07:00,3
2019-05-05 01:08:00,13
2019-05-05 01:09:00,3
2019-05-05 01:10:00,4
2019-05-05 01:13:00,2
2019-05-05 01:14:00,2
2019-05-05 01:15:00,9
2019-05-05 01:16:00,1
2019-05-05 01:17:00,3
2019-05-05 01:18:00,12
2019-05-05 01:19:00,4
2019-05-05 01:20:00,4
2019-05-05 01:23:00,2
2019-05-05 01:24:00,2
2019-05-05 01:25:00,9
2019-05-05 01:26:00,1
2019-05-05 01:27:00,3
2019-05-05 01:28:00,12
2019-05-05 01:29:00,4
2019-05-05 01:30:00,4
2019-05-05 01:33:00,2
2019-05-05 01:34:00,2
2019-05-05 01:35:00,9
2019-05-05 01:36:00,1
2019-05-05 01:37:00,3
2019-05-05 01:38:00,12
2019-05-05 01:39:00,3
2019-05-05 01:40:00,4
2019-05-05 01:43:00,2
2019-05-05 01:44:00,2
2019-05-05 01:45:00,9
2019-05-05 01:46:00,1
2019-05-05 01:47:00,3
2019-05-05 01:48:00,12
2019-05-05 01:49:00,3
2019-05-05 01:50:00,4
2019-05-05 01:53:00,2
2019-05-05 01:54:00,2
2019-05-05 01:55:00,9
2019-05-05 01:56:00,1
2019-05-05 01:57:00,3
2019-05-05 01:58:00,12
2019-05-05 01:59:00,3
2019-05-05 02:00:00,4
2019-05-05 02:03:00,2
2019-05-05 02:05:00,9
2019-05-05 02:06:00,1
2019-05-05 02:07:00,3
2019-05-05 02:08:00,14
2019-05-05 02:09:00,3
2019-05-05 02:10:00,4
2019-05-05 02:13:00,2
2019-05-05 02:14:00,2
2019-05-05 02:15:00,9
2019-05-05 02:16:00,1
2019-05-05 02:17:00,3
2019-05-05 02:18:00,12
2019-05-05 02:19:00,3
2019-05-05 02:20:00,4
2019-05-05 02:23:00,2
2019-05-05 02:24:00,2
2019-05-05 02:25:00,9
2019-05-05 02:26:00,1
2019-05-05 02:27:00,3
2019-05-05 02:28:00,12
2019-05-05 02:29:00,3
2019-05-05 02:30:00,4
2019-05-05 02:33:00,2
2019-05-05 02:34:00,2
2019-05-05 02:35:00,9
2019-05-05 02:36:00,1
2019-05-05 02:37:00,3
2019-05-05 02:38:00,12
2019-05-05 02:39:00,3
2019-05-05 02:40:00,4
2019-05-05 02:43:00,2
2019-05-05 02:44:00,2
2019-05-05 02:45:00,9
2019-05-05 02:46:00,1
2019-05-05 02:47:00,3
2019-05-05 02:48:00,12
2019-05-05 02:49:00,3
2019-05-05 02:50:00,4
2019-05-05 02:53:00,3
2019-05-05 02:54:00,2
2019-05-05 02:55:00,9
2019-05-05 02:56:00,1
2019-05-05 02:57:00,3
2019-05-05 02:58:00,12
2019-05-05 02:59:00,3
2019-05-05 03:00:00,4
2019-05-05 03:03:00,2
2019-05-05 03:05:00,9
2019-05-05 03:06:00,1
2019-05-05 03:07:00,3
2019-05-05 03:08:00,14
2019-05-05 03:09:00,4
2019-05-05 03:10:00,4
2019-05-05 03:13:00,2
2019-05-05 03:14:00,2
2019-05-05 03:15:00,9
