43,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-05-05 00:23:00,2
2019-05-05 00:24:00,1
2019-05-05 00:25:00,2
2019-05-05 00:26:00,1
2019-05-05 00:27:00,1
2019-05-05 00:28:00,1
2019-05-05 00:29:00,2
2019-05-05 00:31:00,1
2019-05-05 00:32:00,3
2019-05-05 00:33:00,2
2019-05-05 00:34:00,1
2019-05-05 07:21:00,1
2019-05-05 07:26:00,1
2019-05-05 08:25:00,1
2019-05-05 09:02:00,1
2019-05-05 09:09:00,2
2019-05-05 09:10:00,5
2019-05-05 12:01:00,1
2019-05-05 12:03:00,1
2019-05-05 12:08:00,1
2019-05-05 15:13:00,2
2019-05-05 15:57:00,1
2019-05-05 17:48:00,1
2019-05-05 17:49:00,2
2019-05-05 17:50:00,1
2019-05-05 17:51:00,3
2019-05-05 17:53:00,1
2019-05-05 17:54:00,1
