62,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-10-24 00:07:00,1
2019-10-24 00:10:00,1
2019-10-24 00:11:00,1
2019-10-24 00:20:00,1
2019-10-24 00:26:00,1
2019-10-24 00:36:00,1
2019-10-24 00:47:00,2
2019-10-24 00:48:00,1
2019-10-24 00:54:00,1
2019-10-24 00:56:00,1
2019-10-24 01:00:00,2
2019-10-24 01:01:00,1
2019-10-24 01:04:00,1
2019-10-24 01:10:00,1
2019-10-24 01:11:00,1
2019-10-24 01:12:00,1
2019-10-24 01:13:00,1
2019-10-24 01:23:00,1
2019-10-24 01:32:00,1
2019-10-24 01:34:00,1
2019-10-24 01:37:00,1
2019-10-24 03:02:00,2
2019-10-24 03:06:00,1
2019-10-24 03:21:00,1
2019-10-24 03:22:00,1
2019-10-24 03:35:00,2
2019-10-24 03:39:00,1
2019-10-24 06:29:00,1
2019-10-24 16:52:00,8
2019-10-24 16:53:00,4
2019-10-24 16:59:00,10
2019-10-24 17:00:00,2
2019-10-24 18:59:00,1
2019-10-24 19:00:00,1
2019-10-24 19:04:00,1
2019-10-24 19:07:00,1
2019-10-24 19:10:00,1
2019-10-24 19:12:00,1
