16,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-24 00:50:00,1
2019-10-24 01:11:00,1
2019-10-24 01:29:00,1
2019-10-24 02:05:00,1
2019-10-24 04:48:00,2
2019-10-24 04:49:00,1
2019-10-24 05:05:00,1
2019-10-24 05:07:00,1
2019-10-24 05:37:00,1
2019-10-24 10:52:00,1
2019-10-24 10:56:00,1
2019-10-24 12:58:00,1
2019-10-24 13:01:00,1
2019-10-24 16:42:00,1
2019-10-24 19:38:00,1
