114,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-10-24 08:35:00,1
2019-10-24 09:14:00,1
2019-10-24 09:22:00,1
2019-10-24 09:33:00,1
2019-10-24 09:40:00,1
2019-10-24 11:13:00,1
2019-10-24 11:38:00,1
2019-10-24 12:06:00,1
2019-10-24 12:25:00,1
2019-10-24 12:33:00,1
2019-10-24 12:49:00,1
2019-10-24 13:34:00,1
2019-10-24 13:45:00,1
2019-10-24 13:56:00,1
2019-10-24 14:51:00,2
2019-10-24 16:30:00,1
2019-10-24 16:31:00,1
2019-10-24 16:33:00,1
2019-10-24 16:36:00,1
2019-10-24 16:38:00,1
2019-10-24 16:39:00,1
2019-10-24 16:40:00,3
2019-10-24 16:41:00,2
2019-10-24 16:42:00,2
2019-10-24 16:43:00,1
2019-10-24 16:44:00,1
2019-10-24 16:45:00,1
2019-10-24 16:47:00,4
2019-10-24 16:48:00,1
2019-10-24 16:49:00,2
2019-10-24 16:50:00,1
2019-10-24 16:54:00,1
2019-10-24 16:55:00,3
2019-10-24 16:57:00,1
2019-10-24 16:58:00,1
2019-10-24 16:59:00,3
2019-10-24 17:00:00,2
2019-10-24 17:01:00,1
2019-10-24 17:02:00,1
2019-10-24 17:03:00,1
2019-10-24 17:04:00,1
2019-10-24 17:06:00,1
2019-10-24 17:07:00,2
2019-10-24 17:08:00,4
2019-10-24 17:09:00,2
2019-10-24 17:10:00,5
2019-10-24 17:13:00,1
2019-10-24 17:15:00,2
2019-10-24 17:17:00,1
2019-10-24 17:18:00,2
2019-10-24 17:19:00,1
2019-10-24 17:20:00,3
2019-10-24 17:23:00,2
2019-10-24 17:24:00,1
2019-10-24 17:25:00,1
2019-10-24 17:26:00,2
2019-10-24 17:27:00,4
2019-10-24 17:28:00,2
2019-10-24 17:30:00,3
2019-10-24 17:31:00,3
2019-10-24 17:34:00,4
2019-10-24 17:35:00,1
2019-10-24 17:39:00,1
2019-10-24 17:40:00,1
2019-10-24 17:46:00,1
2019-10-24 17:48:00,2
2019-10-24 18:24:00,1
2019-10-24 18:55:00,1
2019-10-24 18:56:00,1
2019-10-24 19:31:00,1
2019-10-24 19:32:00,1
2019-10-24 19:47:00,1
2019-10-24 19:48:00,1
