9,SELECT count(*) FROM specObj WHERE snMedian > #
2019-10-24 11:22:00,1
2019-10-24 11:23:00,1
2019-10-24 11:24:00,2
2019-10-24 11:25:00,2
2019-10-24 11:26:00,3
