425,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-05-09 02:16:00,2
2019-05-09 02:17:00,9
2019-05-09 02:18:00,11
2019-05-09 02:19:00,10
2019-05-09 02:20:00,10
2019-05-09 02:21:00,13
2019-05-09 02:22:00,11
2019-05-09 02:23:00,15
2019-05-09 02:24:00,9
2019-05-09 02:25:00,10
2019-05-09 02:26:00,11
2019-05-09 02:27:00,9
2019-05-09 02:28:00,9
2019-05-09 02:29:00,10
2019-05-09 02:30:00,11
2019-05-09 02:31:00,9
2019-05-09 02:32:00,9
2019-05-09 02:33:00,12
2019-05-09 02:34:00,10
2019-05-09 02:35:00,10
2019-05-09 02:36:00,9
2019-05-09 02:37:00,10
2019-05-09 02:38:00,11
2019-05-09 02:39:00,10
2019-05-09 02:40:00,10
2019-05-09 02:41:00,12
2019-05-09 02:42:00,11
2019-05-09 02:43:00,12
2019-05-09 02:44:00,12
2019-05-09 02:45:00,10
2019-05-09 02:46:00,11
2019-05-09 02:47:00,15
2019-05-09 02:48:00,14
2019-05-09 02:49:00,11
2019-05-09 02:50:00,15
2019-05-09 02:51:00,10
2019-05-09 02:52:00,11
2019-05-09 02:53:00,10
2019-05-09 02:54:00,13
2019-05-09 02:55:00,8
