1117,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-09 12:37:00,45
2019-05-09 12:38:00,35
2019-05-09 12:39:00,4
2019-05-09 12:50:00,28
2019-05-09 12:51:00,23
2019-05-09 13:03:00,48
2019-05-09 13:04:00,27
2019-05-09 13:06:00,8
2019-05-09 13:07:00,97
2019-05-09 13:11:00,36
2019-05-09 13:21:00,56
2019-05-09 13:22:00,40
2019-05-09 13:23:00,25
2019-05-09 13:27:00,25
2019-05-09 13:29:00,33
2019-05-09 13:37:00,32
2019-05-09 13:38:00,36
2019-05-09 13:40:00,32
2019-05-09 13:45:00,47
2019-05-09 13:46:00,38
2019-05-09 13:53:00,39
2019-05-09 13:56:00,1
2019-05-09 13:57:00,86
2019-05-09 14:01:00,38
2019-05-09 14:02:00,29
2019-05-09 14:05:00,51
2019-05-09 14:06:00,52
2019-05-09 14:07:00,11
2019-05-09 14:08:00,24
2019-05-09 14:14:00,26
2019-05-09 14:15:00,24
2019-05-09 14:25:00,21
