841,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-05-09 23:19:00,15
2019-05-09 23:20:00,41
2019-05-09 23:21:00,41
2019-05-09 23:22:00,41
2019-05-09 23:23:00,40
2019-05-09 23:24:00,38
2019-05-09 23:25:00,38
2019-05-09 23:26:00,39
2019-05-09 23:27:00,41
2019-05-09 23:28:00,41
2019-05-09 23:29:00,42
2019-05-09 23:30:00,43
2019-05-09 23:31:00,15
2019-05-09 23:32:00,8
2019-05-09 23:33:00,9
2019-05-09 23:34:00,9
2019-05-09 23:35:00,9
2019-05-09 23:36:00,11
2019-05-09 23:37:00,10
2019-05-09 23:38:00,14
2019-05-09 23:39:00,14
2019-05-09 23:40:00,16
2019-05-09 23:41:00,16
2019-05-09 23:42:00,14
2019-05-09 23:43:00,16
2019-05-09 23:44:00,15
2019-05-09 23:45:00,14
2019-05-09 23:46:00,15
2019-05-09 23:47:00,16
2019-05-09 23:48:00,13
2019-05-09 23:49:00,10
2019-05-09 23:50:00,10
2019-05-09 23:51:00,11
2019-05-09 23:52:00,14
2019-05-09 23:53:00,14
2019-05-09 23:54:00,15
2019-05-09 23:55:00,14
2019-05-09 23:56:00,15
2019-05-09 23:57:00,14
2019-05-09 23:58:00,15
2019-05-09 23:59:00,15
