7,select top # * from [target_galaxies]
2019-05-09 09:41:00,1
2019-05-09 09:48:00,1
2019-05-09 11:32:00,1
2019-05-09 11:37:00,1
2019-05-09 12:00:00,2
2019-05-09 12:01:00,1
