6110,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-05-09 08:54:00,4
2019-05-09 08:55:00,2
2019-05-09 08:56:00,3
2019-05-09 08:57:00,6
2019-05-09 08:58:00,2
2019-05-09 08:59:00,4
2019-05-09 09:00:00,6
2019-05-09 09:01:00,7
2019-05-09 09:17:00,1
2019-05-09 09:18:00,2
2019-05-09 09:19:00,2
2019-05-09 09:24:00,1
2019-05-09 09:25:00,2
2019-05-09 09:26:00,3
2019-05-09 09:27:00,2
2019-05-09 09:28:00,2
2019-05-09 09:29:00,2
2019-05-09 09:30:00,2
2019-05-09 09:31:00,2
2019-05-09 09:32:00,1
2019-05-09 09:33:00,2
2019-05-09 09:34:00,3
2019-05-09 09:35:00,1
2019-05-09 09:36:00,3
2019-05-09 09:37:00,1
2019-05-09 09:38:00,3
2019-05-09 09:39:00,2
2019-05-09 09:40:00,2
2019-05-09 09:41:00,3
2019-05-09 09:42:00,1
2019-05-09 09:43:00,3
2019-05-09 09:44:00,2
2019-05-09 09:45:00,2
2019-05-09 09:46:00,2
2019-05-09 09:47:00,7
2019-05-09 09:48:00,3
2019-05-09 09:49:00,5
2019-05-09 09:50:00,9
2019-05-09 09:51:00,9
2019-05-09 09:52:00,9
2019-05-09 09:53:00,10
2019-05-09 09:54:00,9
2019-05-09 09:55:00,7
2019-05-09 09:56:00,8
2019-05-09 09:57:00,9
2019-05-09 09:58:00,8
2019-05-09 09:59:00,7
2019-05-09 10:00:00,7
2019-05-09 10:01:00,10
2019-05-09 10:02:00,9
2019-05-09 10:03:00,10
2019-05-09 10:04:00,8
2019-05-09 10:05:00,8
2019-05-09 10:06:00,7
2019-05-09 10:07:00,9
2019-05-09 10:08:00,9
2019-05-09 10:09:00,7
2019-05-09 10:10:00,1
2019-05-09 10:25:00,5
2019-05-09 10:26:00,8
2019-05-09 10:27:00,9
2019-05-09 10:28:00,8
2019-05-09 10:29:00,6
2019-05-09 10:30:00,8
2019-05-09 10:31:00,8
2019-05-09 10:32:00,8
2019-05-09 10:33:00,9
2019-05-09 10:34:00,6
2019-05-09 10:35:00,6
