11471,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-05-09 00:00:00,22
2019-05-09 00:01:00,26
2019-05-09 00:02:00,21
2019-05-09 00:03:00,24
2019-05-09 00:04:00,21
2019-05-09 00:05:00,24
2019-05-09 00:06:00,24
2019-05-09 00:07:00,21
2019-05-09 00:08:00,27
2019-05-09 00:09:00,21
2019-05-09 00:10:00,25
2019-05-09 00:11:00,23
2019-05-09 00:12:00,24
2019-05-09 00:13:00,22
2019-05-09 00:14:00,23
2019-05-09 00:15:00,24
2019-05-09 00:16:00,21
2019-05-09 00:17:00,27
2019-05-09 00:18:00,21
2019-05-09 00:19:00,24
2019-05-09 00:20:00,24
2019-05-09 00:21:00,24
2019-05-09 00:22:00,21
2019-05-09 00:23:00,24
2019-05-09 00:24:00,21
2019-05-09 00:25:00,24
2019-05-09 00:26:00,24
2019-05-09 00:27:00,21
2019-05-09 00:28:00,24
2019-05-09 00:29:00,21
2019-05-09 00:30:00,24
2019-05-09 00:31:00,21
2019-05-09 00:32:00,24
2019-05-09 00:33:00,18
2019-05-09 00:34:00,24
2019-05-09 00:35:00,21
2019-05-09 00:36:00,21
2019-05-09 00:37:00,24
2019-05-09 00:38:00,21
2019-05-09 00:39:00,27
2019-05-09 00:40:00,21
2019-05-09 00:41:00,27
2019-05-09 00:42:00,21
2019-05-09 00:43:00,24
2019-05-09 00:44:00,24
2019-05-09 00:45:00,24
2019-05-09 00:46:00,24
2019-05-09 00:47:00,21
2019-05-09 00:48:00,24
2019-05-09 00:49:00,21
2019-05-09 00:50:00,24
2019-05-09 00:51:00,21
2019-05-09 00:52:00,24
2019-05-09 00:53:00,18
2019-05-09 00:54:00,24
2019-05-09 00:55:00,21
2019-05-09 00:56:00,24
2019-05-09 00:57:00,21
2019-05-09 00:58:00,24
2019-05-09 00:59:00,24
2019-05-09 01:00:00,24
2019-05-09 01:01:00,24
2019-05-09 01:02:00,23
2019-05-09 01:03:00,22
2019-05-09 01:04:00,15
