384,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-21 01:02:00,8
2019-02-21 01:03:00,8
2019-02-21 01:33:00,3
2019-02-21 01:34:00,1
2019-02-21 07:18:00,1
2019-02-21 07:37:00,2
2019-02-21 08:12:00,1
2019-02-21 08:38:00,1
2019-02-21 09:17:00,2
2019-02-21 09:20:00,1
2019-02-21 09:23:00,1
2019-02-21 09:25:00,1
2019-02-21 09:26:00,1
2019-02-21 09:27:00,1
2019-02-21 09:29:00,1
2019-02-21 09:32:00,2
2019-02-21 09:33:00,1
2019-02-21 09:36:00,1
2019-02-21 09:38:00,1
2019-02-21 09:42:00,1
2019-02-21 09:43:00,1
2019-02-21 09:45:00,1
2019-02-21 09:47:00,1
2019-02-21 09:48:00,1
2019-02-21 09:52:00,2
2019-02-21 09:53:00,1
2019-02-21 09:54:00,2
2019-02-21 09:55:00,1
2019-02-21 09:56:00,1
2019-02-21 09:57:00,1
2019-02-21 09:59:00,1
2019-02-21 10:02:00,1
2019-02-21 10:04:00,1
2019-02-21 10:11:00,1
2019-02-21 10:12:00,1
2019-02-21 10:13:00,1
2019-02-21 10:16:00,1
2019-02-21 10:17:00,1
2019-02-21 10:19:00,1
2019-02-21 10:20:00,1
2019-02-21 10:21:00,1
2019-02-21 10:22:00,1
2019-02-21 10:23:00,1
2019-02-21 10:25:00,1
2019-02-21 10:28:00,1
2019-02-21 10:29:00,1
2019-02-21 10:30:00,1
2019-02-21 10:31:00,1
2019-02-21 10:32:00,1
2019-02-21 10:33:00,1
2019-02-21 10:36:00,1
2019-02-21 10:37:00,1
2019-02-21 10:38:00,1
2019-02-21 10:43:00,1
2019-02-21 10:46:00,1
2019-02-21 11:01:00,1
2019-02-21 11:27:00,1
2019-02-21 11:29:00,1
2019-02-21 11:34:00,1
2019-02-21 11:36:00,1
2019-02-21 11:44:00,1
2019-02-21 11:50:00,1
2019-02-21 12:00:00,1
2019-02-21 12:02:00,1
2019-02-21 12:11:00,1
2019-02-21 12:17:00,1
2019-02-21 12:20:00,1
2019-02-21 12:21:00,1
2019-02-21 12:22:00,1
2019-02-21 12:27:00,1
2019-02-21 12:29:00,1
2019-02-21 12:46:00,1
2019-02-21 12:47:00,47
2019-02-21 12:48:00,54
2019-02-21 12:49:00,23
2019-02-21 13:01:00,6
2019-02-21 13:02:00,15
2019-02-21 14:24:00,1
2019-02-21 14:25:00,6
2019-02-21 14:37:00,22
2019-02-21 14:38:00,19
2019-02-21 15:06:00,29
2019-02-21 15:07:00,31
2019-02-21 15:08:00,14
2019-02-21 15:31:00,4
2019-02-21 15:32:00,20
