3,"select top # z,ra,dec,bestObjID from specObj where class = &&& AND sqrt(square(#-ra) + square(#-dec)) <= #"
2019-02-21 05:36:00,1
2019-02-21 05:38:00,1
2019-02-21 05:40:00,1
