100,select * from sppParams where specObjId=#
2019-02-21 00:52:00,1
2019-02-21 02:06:00,1
2019-02-21 06:37:00,1
2019-02-21 06:44:00,1
2019-02-21 07:57:00,1
2019-02-21 08:21:00,1
2019-02-21 08:25:00,1
2019-02-21 09:14:00,2
2019-02-21 11:34:00,1
2019-02-21 12:55:00,1
2019-02-21 15:46:00,1
2019-02-21 15:59:00,1
2019-02-21 16:04:00,1
2019-02-21 20:34:00,4
2019-02-21 20:40:00,1
2019-02-21 20:48:00,1
2019-02-21 21:02:00,1
2019-02-21 21:16:00,1
2019-02-21 22:11:00,19
2019-02-21 22:12:00,34
2019-02-21 22:13:00,14
2019-02-21 22:31:00,10
2019-02-21 23:30:00,1
