127,select * from galSpecIndx where specObjId=#
2019-02-21 00:38:00,1
2019-02-21 01:36:00,1
2019-02-21 03:17:00,1
2019-02-21 03:28:00,1
2019-02-21 03:31:00,1
2019-02-21 05:03:00,1
2019-02-21 06:43:00,1
2019-02-21 07:05:00,1
2019-02-21 08:10:00,1
2019-02-21 09:13:00,2
2019-02-21 09:29:00,1
2019-02-21 16:14:00,1
2019-02-21 16:16:00,1
2019-02-21 16:52:00,1
2019-02-21 17:23:00,1
2019-02-21 18:21:00,1
2019-02-21 18:30:00,1
2019-02-21 18:31:00,1
2019-02-21 18:33:00,1
2019-02-21 18:56:00,1
2019-02-21 20:26:00,19
2019-02-21 20:27:00,1
2019-02-21 20:33:00,21
2019-02-21 20:34:00,21
2019-02-21 22:27:00,1
2019-02-21 22:28:00,36
2019-02-21 22:29:00,6
2019-02-21 23:30:00,1
