24,select * from SpecLine where specObjId=#
2019-02-21 00:08:00,1
2019-02-21 00:18:00,1
2019-02-21 02:13:00,1
2019-02-21 03:43:00,1
2019-02-21 03:46:00,1
2019-02-21 04:11:00,2
2019-02-21 04:15:00,1
2019-02-21 04:19:00,1
2019-02-21 04:27:00,2
2019-02-21 04:30:00,1
2019-02-21 04:31:00,1
2019-02-21 04:32:00,1
2019-02-21 07:55:00,1
2019-02-21 10:24:00,1
2019-02-21 10:51:00,1
2019-02-21 11:21:00,1
2019-02-21 15:28:00,1
2019-02-21 16:50:00,1
2019-02-21 16:51:00,1
2019-02-21 20:51:00,1
2019-02-21 23:39:00,1
2019-02-21 23:54:00,1
