143,select * from SpecObjAll where specObjId=#
2019-02-21 00:22:00,1
2019-02-21 01:27:00,1
2019-02-21 02:56:00,1
2019-02-21 03:34:00,1
2019-02-21 04:42:00,1
2019-02-21 05:05:00,1
2019-02-21 05:07:00,1
2019-02-21 05:39:00,2
2019-02-21 06:34:00,1
2019-02-21 06:37:00,1
2019-02-21 07:43:00,1
2019-02-21 07:58:00,1
2019-02-21 08:27:00,1
2019-02-21 08:39:00,1
2019-02-21 09:01:00,1
2019-02-21 09:13:00,2
2019-02-21 11:32:00,1
2019-02-21 11:57:00,1
2019-02-21 12:30:00,1
2019-02-21 12:57:00,1
2019-02-21 15:17:00,1
2019-02-21 15:37:00,1
2019-02-21 16:21:00,1
2019-02-21 17:03:00,1
2019-02-21 17:14:00,1
2019-02-21 18:40:00,1
2019-02-21 19:15:00,1
2019-02-21 19:20:00,1
2019-02-21 19:23:00,1
2019-02-21 19:25:00,1
2019-02-21 19:51:00,1
2019-02-21 20:30:00,7
2019-02-21 20:31:00,40
2019-02-21 20:32:00,39
2019-02-21 20:33:00,20
2019-02-21 21:31:00,1
2019-02-21 21:38:00,2
2019-02-21 21:56:00,1
