78,select * from galSpecInfo where specObjId=#
2019-02-21 02:29:00,1
2019-02-21 04:19:00,1
2019-02-21 06:20:00,1
2019-02-21 07:23:00,1
2019-02-21 08:54:00,1
2019-02-21 09:13:00,2
2019-02-21 10:45:00,1
2019-02-21 11:46:00,1
2019-02-21 12:38:00,1
2019-02-21 13:20:00,1
2019-02-21 13:52:00,1
2019-02-21 14:11:00,1
2019-02-21 14:35:00,1
2019-02-21 15:45:00,1
2019-02-21 16:16:00,1
2019-02-21 18:03:00,1
2019-02-21 18:33:00,1
2019-02-21 19:08:00,1
2019-02-21 20:27:00,22
2019-02-21 20:28:00,10
2019-02-21 21:59:00,1
2019-02-21 22:29:00,26
