94,select * from galSpecLine where specObjId=#
2019-02-21 00:50:00,1
2019-02-21 02:53:00,1
2019-02-21 03:04:00,2
2019-02-21 05:47:00,1
2019-02-21 07:27:00,1
2019-02-21 07:38:00,1
2019-02-21 08:24:00,1
2019-02-21 08:56:00,1
2019-02-21 09:14:00,2
2019-02-21 11:16:00,1
2019-02-21 16:10:00,1
2019-02-21 16:44:00,1
2019-02-21 16:59:00,1
2019-02-21 18:40:00,1
2019-02-21 20:22:00,1
2019-02-21 20:23:00,1
2019-02-21 20:28:00,2
2019-02-21 20:29:00,14
2019-02-21 20:30:00,14
2019-02-21 20:31:00,13
2019-02-21 20:49:00,1
2019-02-21 22:05:00,1
2019-02-21 22:15:00,1
2019-02-21 22:29:00,5
2019-02-21 22:30:00,25
