136,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-02-21 13:01:00,8
2019-02-21 13:02:00,6
2019-02-21 13:03:00,1
2019-02-21 13:04:00,7
2019-02-21 13:05:00,10
2019-02-21 13:06:00,7
2019-02-21 13:07:00,3
2019-02-21 13:08:00,4
2019-02-21 13:09:00,3
2019-02-21 13:10:00,2
2019-02-21 13:11:00,5
2019-02-21 13:12:00,6
2019-02-21 13:14:00,4
2019-02-21 13:15:00,2
2019-02-21 13:18:00,4
2019-02-21 13:20:00,2
2019-02-21 13:21:00,3
2019-02-21 13:23:00,6
2019-02-21 13:25:00,5
2019-02-21 13:29:00,6
2019-02-21 13:31:00,6
2019-02-21 13:33:00,5
2019-02-21 13:36:00,4
2019-02-21 13:39:00,4
2019-02-21 13:41:00,4
2019-02-21 13:43:00,4
2019-02-21 13:44:00,1
2019-02-21 13:45:00,5
2019-02-21 13:47:00,1
2019-02-21 13:49:00,4
2019-02-21 13:50:00,3
2019-02-21 13:52:00,1
