26,select * from stellarMassPCAWiscM1# where specObjId=#
2019-02-21 00:05:00,1
2019-02-21 00:48:00,1
2019-02-21 01:11:00,1
2019-02-21 01:51:00,1
2019-02-21 01:53:00,1
2019-02-21 02:10:00,1
2019-02-21 02:16:00,1
2019-02-21 03:17:00,1
2019-02-21 04:06:00,1
2019-02-21 04:47:00,1
2019-02-21 04:48:00,1
2019-02-21 06:03:00,1
2019-02-21 06:54:00,1
2019-02-21 08:44:00,1
2019-02-21 08:55:00,1
2019-02-21 10:40:00,1
2019-02-21 10:44:00,1
2019-02-21 13:54:00,1
2019-02-21 14:34:00,1
2019-02-21 14:41:00,1
2019-02-21 16:58:00,1
2019-02-21 17:32:00,1
2019-02-21 20:22:00,1
2019-02-21 21:51:00,1
2019-02-21 22:20:00,1
2019-02-21 22:50:00,1
