260,select * from SpecObjAll where specObjId=#
2019-05-14 00:01:00,7
2019-05-14 00:40:00,1
2019-05-14 01:20:00,1
2019-05-14 01:54:00,1
2019-05-14 01:58:00,1
2019-05-14 03:19:00,1
2019-05-14 06:04:00,1
2019-05-14 07:25:00,1
2019-05-14 07:51:00,1
2019-05-14 08:54:00,4
2019-05-14 08:55:00,25
2019-05-14 09:28:00,1
2019-05-14 10:36:00,1
2019-05-14 10:37:00,5
2019-05-14 10:39:00,2
2019-05-14 11:13:00,1
2019-05-14 11:24:00,1
2019-05-14 12:28:00,10
2019-05-14 12:29:00,10
2019-05-14 12:30:00,12
2019-05-14 12:31:00,16
2019-05-14 12:52:00,2
2019-05-14 13:03:00,1
2019-05-14 14:08:00,14
2019-05-14 14:09:00,35
2019-05-14 14:10:00,3
2019-05-14 14:44:00,1
2019-05-14 16:29:00,24
2019-05-14 16:30:00,2
2019-05-14 16:31:00,1
2019-05-14 16:51:00,1
2019-05-14 17:23:00,1
2019-05-14 17:32:00,1
2019-05-14 18:43:00,1
2019-05-14 19:50:00,1
2019-05-14 19:54:00,1
2019-05-14 19:56:00,9
2019-05-14 19:57:00,14
2019-05-14 19:58:00,22
2019-05-14 19:59:00,19
2019-05-14 20:52:00,1
2019-05-14 22:29:00,1
2019-05-14 22:42:00,1
2019-05-14 23:56:00,1
