290,select * from sppParams where specObjId=#
2019-05-14 00:22:00,1
2019-05-14 04:38:00,1
2019-05-14 04:47:00,1
2019-05-14 05:22:00,1
2019-05-14 05:26:00,1
2019-05-14 06:17:00,1
2019-05-14 06:39:00,1
2019-05-14 07:25:00,1
2019-05-14 07:56:00,1
2019-05-14 08:56:00,13
2019-05-14 10:37:00,8
2019-05-14 10:41:00,1
2019-05-14 12:10:00,1
2019-05-14 12:31:00,4
2019-05-14 12:33:00,6
2019-05-14 12:34:00,8
2019-05-14 13:37:00,1
2019-05-14 13:55:00,1
2019-05-14 14:12:00,35
2019-05-14 14:13:00,25
2019-05-14 16:13:00,2
2019-05-14 16:14:00,13
2019-05-14 16:18:00,1
2019-05-14 16:32:00,1
2019-05-14 17:33:00,1
2019-05-14 18:08:00,20
2019-05-14 18:09:00,36
2019-05-14 18:10:00,14
2019-05-14 18:46:00,1
2019-05-14 19:51:00,1
2019-05-14 19:54:00,4
2019-05-14 19:55:00,14
2019-05-14 19:56:00,16
2019-05-14 19:57:00,9
2019-05-14 19:58:00,26
2019-05-14 21:34:00,17
2019-05-14 22:19:00,1
2019-05-14 23:29:00,1
