279,select * from sppLines where specObjId=#
2019-05-14 03:02:00,1
2019-05-14 03:12:00,1
2019-05-14 03:20:00,1
2019-05-14 04:31:00,1
2019-05-14 06:09:00,1
2019-05-14 06:52:00,1
2019-05-14 07:25:00,1
2019-05-14 08:35:00,1
2019-05-14 09:05:00,1
2019-05-14 09:15:00,1
2019-05-14 09:22:00,1
2019-05-14 09:54:00,1
2019-05-14 10:37:00,6
2019-05-14 11:02:00,1
2019-05-14 12:30:00,4
2019-05-14 12:32:00,3
2019-05-14 12:33:00,10
2019-05-14 13:53:00,1
2019-05-14 14:11:00,9
2019-05-14 14:12:00,1
2019-05-14 16:12:00,13
2019-05-14 16:13:00,22
2019-05-14 17:56:00,1
2019-05-14 18:07:00,21
2019-05-14 18:08:00,16
2019-05-14 18:26:00,1
2019-05-14 18:38:00,1
2019-05-14 18:46:00,1
2019-05-14 18:57:00,1
2019-05-14 19:02:00,1
2019-05-14 19:35:00,1
2019-05-14 19:49:00,3
2019-05-14 19:50:00,13
2019-05-14 19:51:00,14
2019-05-14 19:52:00,13
2019-05-14 19:53:00,13
2019-05-14 19:54:00,9
2019-05-14 20:06:00,12
2019-05-14 20:07:00,22
2019-05-14 20:08:00,22
2019-05-14 20:09:00,7
2019-05-14 20:13:00,1
2019-05-14 21:34:00,9
2019-05-14 21:43:00,12
2019-05-14 22:15:00,1
2019-05-14 23:21:00,1
2019-05-14 23:49:00,1
