35,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-05-14 00:40:00,4
2019-05-14 01:28:00,1
2019-05-14 01:43:00,1
2019-05-14 04:29:00,1
2019-05-14 06:35:00,1
2019-05-14 08:56:00,1
2019-05-14 13:50:00,2
2019-05-14 15:59:00,4
2019-05-14 16:00:00,1
2019-05-14 16:01:00,1
2019-05-14 16:02:00,1
2019-05-14 16:03:00,2
2019-05-14 16:15:00,3
2019-05-14 16:26:00,2
2019-05-14 16:27:00,1
2019-05-14 16:34:00,1
2019-05-14 16:35:00,1
2019-05-14 16:48:00,1
2019-05-14 16:54:00,1
2019-05-14 17:12:00,1
2019-05-14 18:23:00,1
2019-05-14 20:06:00,2
2019-05-14 22:39:00,1
