5,"SELECT TOP # s.ra,s.dec,s.plate,s.mjd,s.fiberid FROM BESTDR1#..SpecObj as s 	JOIN #x AS x ON x.SpecobjID=s.SpecobjID JOIN #upload AS u ON u.up_id = x.up_id  WHERE  s.zWarning = # ORDER BY x.up_id"
2019-05-14 08:58:00,1
2019-05-14 08:59:00,1
2019-05-14 09:01:00,2
2019-05-14 09:02:00,1
