245,select * from galSpecInfo where specObjId=#
2019-05-14 00:02:00,1
2019-05-14 00:03:00,35
2019-05-14 00:04:00,37
2019-05-14 00:05:00,15
2019-05-14 02:00:00,1
2019-05-14 02:51:00,1
2019-05-14 02:55:00,1
2019-05-14 03:01:00,1
2019-05-14 03:09:00,1
2019-05-14 04:01:00,1
2019-05-14 04:51:00,1
2019-05-14 07:16:00,1
2019-05-14 07:25:00,1
2019-05-14 08:37:00,4
2019-05-14 08:56:00,8
2019-05-14 09:16:00,1
2019-05-14 09:36:00,1
2019-05-14 10:37:00,1
2019-05-14 11:40:00,1
2019-05-14 12:30:00,4
2019-05-14 12:31:00,1
2019-05-14 12:32:00,2
2019-05-14 14:11:00,4
2019-05-14 16:04:00,5
2019-05-14 16:05:00,17
2019-05-14 16:06:00,13
2019-05-14 16:07:00,14
2019-05-14 16:08:00,16
2019-05-14 16:09:00,16
2019-05-14 16:10:00,21
2019-05-14 16:12:00,1
2019-05-14 16:33:00,14
2019-05-14 19:20:00,1
2019-05-14 19:50:00,1
2019-05-14 20:01:00,2
