22,select * from stellarMassPCAWiscM1# where specObjId=#
2019-05-14 01:40:00,1
2019-05-14 02:48:00,1
2019-05-14 03:32:00,1
2019-05-14 05:25:00,1
2019-05-14 05:43:00,1
2019-05-14 05:47:00,1
2019-05-14 06:11:00,1
2019-05-14 06:25:00,1
2019-05-14 06:31:00,1
2019-05-14 06:56:00,1
2019-05-14 07:25:00,1
2019-05-14 09:27:00,1
2019-05-14 11:36:00,1
2019-05-14 12:44:00,1
2019-05-14 13:38:00,1
2019-05-14 15:49:00,1
2019-05-14 16:52:00,1
2019-05-14 17:15:00,1
2019-05-14 18:36:00,1
2019-05-14 20:17:00,1
2019-05-14 22:34:00,1
2019-05-14 23:23:00,1
