49,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-05-14 02:29:00,1
2019-05-14 02:30:00,1
2019-05-14 02:31:00,2
2019-05-14 02:33:00,1
2019-05-14 02:37:00,2
2019-05-14 03:05:00,1
2019-05-14 03:07:00,2
2019-05-14 03:08:00,1
2019-05-14 03:09:00,2
2019-05-14 03:10:00,2
2019-05-14 03:11:00,1
2019-05-14 03:17:00,2
2019-05-14 03:23:00,2
2019-05-14 03:24:00,1
2019-05-14 03:25:00,3
2019-05-14 03:26:00,2
2019-05-14 03:27:00,1
2019-05-14 03:28:00,3
2019-05-14 03:29:00,2
2019-05-14 03:30:00,2
2019-05-14 03:34:00,2
2019-05-14 07:50:00,1
2019-05-14 07:51:00,3
2019-05-14 07:53:00,2
2019-05-14 07:54:00,4
2019-05-14 07:55:00,1
2019-05-14 08:02:00,2
