276,select * from galSpecIndx where specObjId=#
2019-05-14 00:01:00,2
2019-05-14 00:02:00,34
2019-05-14 00:32:00,1
2019-05-14 02:16:00,1
2019-05-14 07:25:00,1
2019-05-14 08:55:00,11
2019-05-14 08:56:00,13
2019-05-14 09:04:00,1
2019-05-14 10:37:00,2
2019-05-14 10:39:00,4
2019-05-14 10:58:00,1
2019-05-14 11:40:00,1
2019-05-14 12:22:00,1
2019-05-14 12:30:00,2
2019-05-14 12:31:00,3
2019-05-14 14:10:00,32
2019-05-14 14:11:00,9
2019-05-14 14:26:00,1
2019-05-14 14:41:00,1
2019-05-14 15:01:00,1
2019-05-14 16:30:00,34
2019-05-14 16:31:00,36
2019-05-14 16:32:00,36
2019-05-14 16:33:00,9
2019-05-14 16:42:00,1
2019-05-14 18:39:00,1
2019-05-14 19:35:00,1
2019-05-14 19:50:00,1
2019-05-14 19:59:00,3
2019-05-14 20:00:00,22
2019-05-14 20:01:00,9
2019-05-14 21:46:00,1
