233,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-05-14 00:07:00,1
2019-05-14 00:12:00,1
2019-05-14 00:13:00,1
2019-05-14 00:31:00,1
2019-05-14 00:32:00,1
2019-05-14 00:35:00,1
2019-05-14 00:43:00,2
2019-05-14 00:48:00,1
2019-05-14 00:57:00,1
2019-05-14 00:58:00,1
2019-05-14 01:01:00,1
2019-05-14 01:03:00,1
2019-05-14 01:16:00,1
2019-05-14 01:17:00,1
2019-05-14 01:57:00,1
2019-05-14 01:59:00,1
2019-05-14 02:04:00,2
2019-05-14 02:10:00,2
2019-05-14 02:13:00,1
2019-05-14 02:29:00,1
2019-05-14 02:30:00,1
2019-05-14 02:46:00,1
2019-05-14 02:47:00,1
2019-05-14 02:50:00,2
2019-05-14 03:51:00,1
2019-05-14 03:53:00,1
2019-05-14 04:14:00,1
2019-05-14 04:15:00,1
2019-05-14 04:18:00,1
2019-05-14 05:01:00,1
2019-05-14 05:03:00,1
2019-05-14 05:12:00,1
2019-05-14 05:27:00,1
2019-05-14 05:28:00,1
2019-05-14 05:34:00,2
2019-05-14 05:37:00,2
2019-05-14 05:38:00,1
2019-05-14 05:43:00,1
2019-05-14 05:45:00,2
2019-05-14 05:49:00,1
2019-05-14 05:50:00,1
2019-05-14 06:05:00,1
2019-05-14 06:06:00,1
2019-05-14 06:08:00,1
2019-05-14 06:22:00,1
2019-05-14 06:23:00,2
2019-05-14 06:26:00,1
2019-05-14 06:28:00,2
2019-05-14 06:33:00,2
2019-05-14 06:36:00,1
2019-05-14 06:49:00,1
2019-05-14 06:50:00,1
2019-05-14 06:51:00,1
2019-05-14 06:53:00,1
2019-05-14 07:07:00,1
2019-05-14 07:08:00,1
2019-05-14 07:12:00,1
2019-05-14 07:16:00,1
2019-05-14 07:18:00,2
2019-05-14 07:22:00,2
2019-05-14 07:27:00,1
2019-05-14 07:34:00,1
2019-05-14 07:35:00,1
2019-05-14 07:40:00,1
2019-05-14 07:48:00,1
2019-05-14 07:49:00,1
2019-05-14 07:52:00,2
2019-05-14 08:25:00,1
2019-05-14 08:27:00,1
2019-05-14 09:11:00,1
2019-05-14 09:12:00,1
2019-05-14 09:28:00,1
2019-05-14 09:30:00,1
2019-05-14 09:31:00,1
2019-05-14 09:36:00,1
2019-05-14 09:37:00,1
2019-05-14 09:41:00,2
2019-05-14 09:43:00,1
2019-05-14 09:47:00,1
2019-05-14 09:49:00,1
2019-05-14 09:53:00,1
2019-05-14 09:55:00,2
2019-05-14 09:59:00,1
2019-05-14 10:41:00,1
2019-05-14 10:43:00,1
2019-05-14 10:45:00,1
2019-05-14 10:59:00,1
2019-05-14 11:00:00,1
2019-05-14 11:02:00,1
2019-05-14 11:05:00,1
2019-05-14 11:06:00,1
2019-05-14 11:10:00,1
2019-05-14 11:11:00,1
2019-05-14 11:26:00,1
2019-05-14 11:27:00,1
2019-05-14 11:33:00,2
2019-05-14 11:50:00,1
2019-05-14 11:51:00,1
2019-05-14 11:53:00,1
2019-05-14 11:56:00,1
2019-05-14 11:58:00,1
2019-05-14 11:59:00,1
2019-05-14 12:06:00,1
