74,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-05-14 01:01:00,2
2019-05-14 01:03:00,4
2019-05-14 01:04:00,4
2019-05-14 01:05:00,2
2019-05-14 01:06:00,2
2019-05-14 01:07:00,4
2019-05-14 01:08:00,4
2019-05-14 01:10:00,4
2019-05-14 01:11:00,4
2019-05-14 01:12:00,6
2019-05-14 01:13:00,6
2019-05-14 01:14:00,4
2019-05-14 01:15:00,2
2019-05-14 01:16:00,2
2019-05-14 01:17:00,4
2019-05-14 01:18:00,4
2019-05-14 01:19:00,4
2019-05-14 01:20:00,5
2019-05-14 01:21:00,3
2019-05-14 01:22:00,4
