20,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-05-14 00:33:00,1
2019-05-14 02:29:00,1
2019-05-14 03:06:00,1
2019-05-14 03:29:00,1
2019-05-14 04:04:00,1
2019-05-14 04:26:00,1
2019-05-14 07:13:00,1
2019-05-14 07:26:00,1
2019-05-14 09:08:00,1
2019-05-14 09:23:00,1
2019-05-14 10:56:00,1
2019-05-14 14:28:00,1
2019-05-14 14:46:00,1
2019-05-14 16:04:00,1
2019-05-14 18:23:00,1
2019-05-14 18:28:00,1
2019-05-14 23:02:00,1
2019-05-14 23:05:00,1
2019-05-14 23:16:00,1
2019-05-14 23:20:00,1
