35,SELECT &&&
2019-05-14 03:28:00,1
2019-05-14 03:57:00,1
2019-05-14 03:59:00,1
2019-05-14 04:02:00,1
2019-05-14 04:04:00,1
2019-05-14 04:05:00,1
2019-05-14 04:06:00,1
2019-05-14 04:08:00,1
2019-05-14 04:09:00,1
2019-05-14 04:13:00,1
2019-05-14 04:16:00,1
2019-05-14 04:18:00,1
2019-05-14 04:20:00,1
2019-05-14 04:23:00,1
2019-05-14 04:25:00,1
2019-05-14 04:28:00,1
2019-05-14 04:31:00,1
2019-05-14 04:33:00,1
2019-05-14 04:36:00,1
2019-05-14 04:38:00,1
2019-05-14 04:39:00,1
2019-05-14 04:41:00,1
2019-05-14 04:42:00,1
2019-05-14 05:19:00,1
2019-05-14 08:31:00,1
2019-05-14 13:46:00,1
2019-05-14 14:03:00,1
2019-05-14 14:04:00,1
2019-05-14 14:18:00,1
2019-05-14 14:57:00,2
2019-05-14 16:01:00,1
2019-05-14 16:08:00,1
2019-05-14 16:16:00,1
2019-05-14 19:32:00,1
