129,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-14 01:35:00,2
2019-05-14 04:45:00,2
2019-05-14 08:05:00,2
2019-05-14 08:35:00,1
2019-05-14 08:45:00,1
2019-05-14 09:05:00,3
2019-05-14 09:45:00,10
2019-05-14 10:35:00,2
2019-05-14 10:45:00,5
2019-05-14 11:05:00,25
2019-05-14 11:06:00,14
2019-05-14 11:50:00,18
2019-05-14 12:40:00,7
2019-05-14 13:35:00,1
2019-05-14 13:45:00,3
2019-05-14 14:35:00,2
2019-05-14 14:45:00,12
2019-05-14 15:05:00,13
2019-05-14 15:40:00,1
2019-05-14 16:35:00,1
2019-05-14 22:45:00,4
