20,select * from stellarMassFSPSGranEarlyDust where specObjId=#
2019-05-14 00:24:00,1
2019-05-14 01:31:00,1
2019-05-14 04:36:00,1
2019-05-14 05:15:00,1
2019-05-14 06:22:00,1
2019-05-14 07:00:00,1
2019-05-14 07:26:00,1
2019-05-14 09:28:00,1
2019-05-14 11:35:00,1
2019-05-14 12:34:00,1
2019-05-14 12:44:00,1
2019-05-14 14:10:00,1
2019-05-14 15:20:00,1
2019-05-14 16:32:00,1
2019-05-14 16:55:00,1
2019-05-14 20:20:00,1
2019-05-14 21:36:00,1
2019-05-14 23:38:00,1
2019-05-14 23:40:00,1
2019-05-14 23:42:00,1
