58,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-10-04 03:11:00,1
2019-10-04 03:12:00,1
2019-10-04 04:31:00,1
2019-10-04 04:51:00,1
2019-10-04 07:14:00,1
2019-10-04 08:20:00,3
2019-10-04 10:53:00,1
2019-10-04 11:01:00,2
2019-10-04 14:21:00,1
2019-10-04 14:33:00,1
2019-10-04 16:57:00,3
2019-10-04 16:58:00,2
2019-10-04 17:03:00,2
2019-10-04 17:14:00,1
2019-10-04 17:53:00,1
2019-10-04 18:15:00,1
2019-10-04 18:16:00,1
2019-10-04 18:19:00,1
2019-10-04 18:20:00,1
2019-10-04 20:53:00,1
2019-10-04 21:06:00,1
2019-10-04 21:08:00,1
2019-10-04 21:09:00,1
2019-10-04 21:18:00,1
2019-10-04 21:34:00,2
2019-10-04 21:35:00,1
2019-10-04 21:37:00,1
2019-10-04 21:49:00,1
2019-10-04 22:34:00,1
2019-10-04 22:35:00,1
2019-10-04 22:36:00,3
2019-10-04 22:37:00,1
2019-10-04 22:39:00,1
2019-10-04 22:40:00,1
2019-10-04 22:47:00,3
2019-10-04 22:48:00,3
2019-10-04 22:55:00,2
2019-10-04 23:30:00,2
2019-10-04 23:31:00,1
2019-10-04 23:56:00,1
2019-10-04 23:59:00,2
