407,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-10-04 00:00:00,1
2019-10-04 00:01:00,1
2019-10-04 00:04:00,1
2019-10-04 00:05:00,2
2019-10-04 00:06:00,3
2019-10-04 00:07:00,3
2019-10-04 00:08:00,2
2019-10-04 00:09:00,5
2019-10-04 00:10:00,3
2019-10-04 00:11:00,1
2019-10-04 00:32:00,1
2019-10-04 00:33:00,2
2019-10-04 00:34:00,1
2019-10-04 00:37:00,1
2019-10-04 00:38:00,1
2019-10-04 00:39:00,3
2019-10-04 00:40:00,1
2019-10-04 00:43:00,1
2019-10-04 00:44:00,1
2019-10-04 00:47:00,1
2019-10-04 00:58:00,2
2019-10-04 00:59:00,3
2019-10-04 01:00:00,2
2019-10-04 01:01:00,2
2019-10-04 01:02:00,1
2019-10-04 01:03:00,1
2019-10-04 01:04:00,1
2019-10-04 01:06:00,3
2019-10-04 01:07:00,1
2019-10-04 01:08:00,1
2019-10-04 01:10:00,1
2019-10-04 01:12:00,2
2019-10-04 01:13:00,1
2019-10-04 01:14:00,1
2019-10-04 01:16:00,1
2019-10-04 01:17:00,2
2019-10-04 01:18:00,2
2019-10-04 01:19:00,1
2019-10-04 01:21:00,1
2019-10-04 01:24:00,2
2019-10-04 01:25:00,2
2019-10-04 01:27:00,1
2019-10-04 01:28:00,1
2019-10-04 01:30:00,1
2019-10-04 01:31:00,2
2019-10-04 01:32:00,1
2019-10-04 01:34:00,1
2019-10-04 01:37:00,2
2019-10-04 01:38:00,1
2019-10-04 01:39:00,1
2019-10-04 01:40:00,1
2019-10-04 01:43:00,1
2019-10-04 01:46:00,2
2019-10-04 01:47:00,1
2019-10-04 01:48:00,1
2019-10-04 01:51:00,1
2019-10-04 01:54:00,1
2019-10-04 01:56:00,1
2019-10-04 01:57:00,1
2019-10-04 02:00:00,1
2019-10-04 02:01:00,1
2019-10-04 02:02:00,2
2019-10-04 02:03:00,1
2019-10-04 02:04:00,1
2019-10-04 02:05:00,2
2019-10-04 02:06:00,2
2019-10-04 02:07:00,1
2019-10-04 02:08:00,1
2019-10-04 02:19:00,2
2019-10-04 02:22:00,2
2019-10-04 02:23:00,1
2019-10-04 02:24:00,1
2019-10-04 02:27:00,1
2019-10-04 02:28:00,2
2019-10-04 02:29:00,1
2019-10-04 02:30:00,1
2019-10-04 02:31:00,2
2019-10-04 02:32:00,1
2019-10-04 02:33:00,1
2019-10-04 02:34:00,1
2019-10-04 02:35:00,1
2019-10-04 02:36:00,2
2019-10-04 02:37:00,2
2019-10-04 02:39:00,3
2019-10-04 02:40:00,1
2019-10-04 02:42:00,1
2019-10-04 02:43:00,1
2019-10-04 02:44:00,2
2019-10-04 02:46:00,1
2019-10-04 02:47:00,1
2019-10-04 02:49:00,1
2019-10-04 02:50:00,1
2019-10-04 02:53:00,1
2019-10-04 02:55:00,2
2019-10-04 02:58:00,1
2019-10-04 03:01:00,1
2019-10-04 03:03:00,1
2019-10-04 03:06:00,1
2019-10-04 03:08:00,1
2019-10-04 03:10:00,1
2019-10-04 03:12:00,1
2019-10-04 03:13:00,1
2019-10-04 03:15:00,1
2019-10-04 03:16:00,1
2019-10-04 03:29:00,1
2019-10-04 03:38:00,1
2019-10-04 03:40:00,1
2019-10-04 03:45:00,1
2019-10-04 03:50:00,1
2019-10-04 03:51:00,1
2019-10-04 03:56:00,1
2019-10-04 04:02:00,1
2019-10-04 04:07:00,1
2019-10-04 04:13:00,1
2019-10-04 04:18:00,1
2019-10-04 04:21:00,1
2019-10-04 04:26:00,1
2019-10-04 04:27:00,1
2019-10-04 04:31:00,1
2019-10-04 04:33:00,2
2019-10-04 04:34:00,3
2019-10-04 04:35:00,2
2019-10-04 04:36:00,2
2019-10-04 04:37:00,2
2019-10-04 04:38:00,2
2019-10-04 04:39:00,2
2019-10-04 04:40:00,1
2019-10-04 04:41:00,2
2019-10-04 04:42:00,2
2019-10-04 04:43:00,3
2019-10-04 04:44:00,1
2019-10-04 04:45:00,1
2019-10-04 04:49:00,1
2019-10-04 04:50:00,1
2019-10-04 05:05:00,1
2019-10-04 05:06:00,1
2019-10-04 05:07:00,1
2019-10-04 05:12:00,1
2019-10-04 05:16:00,2
2019-10-04 05:17:00,1
2019-10-04 05:18:00,1
2019-10-04 05:23:00,1
2019-10-04 05:25:00,1
2019-10-04 05:32:00,1
2019-10-04 05:33:00,1
2019-10-04 05:38:00,1
2019-10-04 05:43:00,1
2019-10-04 05:48:00,1
2019-10-04 05:53:00,1
2019-10-04 05:58:00,1
2019-10-04 06:03:00,1
2019-10-04 06:04:00,1
2019-10-04 06:08:00,1
2019-10-04 06:09:00,1
2019-10-04 06:14:00,1
2019-10-04 06:19:00,1
2019-10-04 06:22:00,1
2019-10-04 06:23:00,1
2019-10-04 06:27:00,1
2019-10-04 06:30:00,1
2019-10-04 06:35:00,1
2019-10-04 06:38:00,1
2019-10-04 06:44:00,1
2019-10-04 06:47:00,2
2019-10-04 06:50:00,1
2019-10-04 06:56:00,1
2019-10-04 06:57:00,1
2019-10-04 07:02:00,1
2019-10-04 07:07:00,1
2019-10-04 07:12:00,1
2019-10-04 07:17:00,1
2019-10-04 07:22:00,1
2019-10-04 07:25:00,1
2019-10-04 07:27:00,1
2019-10-04 07:32:00,1
2019-10-04 07:34:00,1
2019-10-04 07:36:00,1
2019-10-04 07:38:00,1
2019-10-04 07:43:00,1
2019-10-04 07:45:00,1
2019-10-04 07:51:00,1
2019-10-04 07:56:00,1
2019-10-04 07:59:00,1
2019-10-04 08:04:00,1
2019-10-04 08:10:00,1
2019-10-04 08:12:00,1
2019-10-04 08:16:00,1
2019-10-04 08:19:00,3
2019-10-04 08:24:00,1
2019-10-04 08:30:00,1
2019-10-04 08:33:00,1
2019-10-04 08:35:00,1
2019-10-04 08:40:00,1
2019-10-04 08:42:00,1
2019-10-04 08:46:00,1
2019-10-04 08:48:00,1
2019-10-04 08:53:00,1
2019-10-04 08:58:00,1
2019-10-04 09:01:00,1
2019-10-04 09:03:00,1
2019-10-04 09:04:00,1
2019-10-04 09:08:00,1
2019-10-04 09:14:00,1
2019-10-04 09:19:00,1
