20,"SELECT starname,fcjd,rv,rverr,beam,survey FROM marvelsVelocityCurveDFDI WHERE starname LIKE &&&"
2019-10-04 07:41:00,2
2019-10-04 07:42:00,2
2019-10-04 07:48:00,1
2019-10-04 07:50:00,1
2019-10-04 07:51:00,2
2019-10-04 07:54:00,1
2019-10-04 07:58:00,1
2019-10-04 08:00:00,1
2019-10-04 08:04:00,1
2019-10-04 08:05:00,1
2019-10-04 08:07:00,1
2019-10-04 08:09:00,1
2019-10-04 08:10:00,1
2019-10-04 08:12:00,1
2019-10-04 08:13:00,1
2019-10-04 08:14:00,2
