5,"select top1# p.objid, p.l, p.b from star p where (p.u-p.g >#)  and (p.g-p.r >#)  and (p.r-p.i >#)  and (p.i-p.z >#)"
2019-10-04 12:09:00,1
2019-10-04 12:10:00,1
2019-10-04 12:17:00,1
2019-10-04 12:19:00,1
2019-10-04 12:20:00,1
