95,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-06-29 00:15:00,1
2019-06-29 00:41:00,1
2019-06-29 01:22:00,9
2019-06-29 01:23:00,7
2019-06-29 01:25:00,1
2019-06-29 01:26:00,1
2019-06-29 01:33:00,1
2019-06-29 01:34:00,1
2019-06-29 01:35:00,1
2019-06-29 02:20:00,2
2019-06-29 02:21:00,8
2019-06-29 02:27:00,4
2019-06-29 02:28:00,6
2019-06-29 02:35:00,10
2019-06-29 02:36:00,2
2019-06-29 02:53:00,1
2019-06-29 03:21:00,2
2019-06-29 03:34:00,1
2019-06-29 06:04:00,5
2019-06-29 06:05:00,5
2019-06-29 07:00:00,3
2019-06-29 07:01:00,3
2019-06-29 07:02:00,4
2019-06-29 07:32:00,1
2019-06-29 10:12:00,1
2019-06-29 13:51:00,1
2019-06-29 15:25:00,1
2019-06-29 18:49:00,12
