10974,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-06-29 00:00:00,3
2019-06-29 00:01:00,1
2019-06-29 00:03:00,5
2019-06-29 00:05:00,24
2019-06-29 00:06:00,29
2019-06-29 00:08:00,11
2019-06-29 00:10:00,3
2019-06-29 00:11:00,1
2019-06-29 00:13:00,5
2019-06-29 00:15:00,23
2019-06-29 00:16:00,33
2019-06-29 00:18:00,11
2019-06-29 00:20:00,3
2019-06-29 00:21:00,1
2019-06-29 00:23:00,5
2019-06-29 00:25:00,22
2019-06-29 00:26:00,34
2019-06-29 00:28:00,11
2019-06-29 00:30:00,3
2019-06-29 00:31:00,1
2019-06-29 00:33:00,5
2019-06-29 00:35:00,21
2019-06-29 00:36:00,35
2019-06-29 00:38:00,11
2019-06-29 00:40:00,1
2019-06-29 00:41:00,3
2019-06-29 00:43:00,5
2019-06-29 00:45:00,21
2019-06-29 00:46:00,35
2019-06-29 00:48:00,11
2019-06-29 00:50:00,1
2019-06-29 00:51:00,3
2019-06-29 00:53:00,5
2019-06-29 00:55:00,21
2019-06-29 00:56:00,35
2019-06-29 00:58:00,11
2019-06-29 01:00:00,1
2019-06-29 01:01:00,3
2019-06-29 01:03:00,5
2019-06-29 01:05:00,21
2019-06-29 01:06:00,35
2019-06-29 01:08:00,11
2019-06-29 01:10:00,1
2019-06-29 01:11:00,3
2019-06-29 01:13:00,5
2019-06-29 01:15:00,21
2019-06-29 01:16:00,35
2019-06-29 01:18:00,11
2019-06-29 01:20:00,1
2019-06-29 01:21:00,3
2019-06-29 01:23:00,5
2019-06-29 01:25:00,21
2019-06-29 01:26:00,35
2019-06-29 01:28:00,11
2019-06-29 01:30:00,1
2019-06-29 01:31:00,3
2019-06-29 01:33:00,5
2019-06-29 01:35:00,21
2019-06-29 01:36:00,35
2019-06-29 01:38:00,11
2019-06-29 01:40:00,1
2019-06-29 01:41:00,3
2019-06-29 01:43:00,5
2019-06-29 01:45:00,21
2019-06-29 01:46:00,35
2019-06-29 01:48:00,11
2019-06-29 01:50:00,1
2019-06-29 01:51:00,3
2019-06-29 01:53:00,5
2019-06-29 01:55:00,21
2019-06-29 01:56:00,35
2019-06-29 01:58:00,11
2019-06-29 02:00:00,1
2019-06-29 02:01:00,3
2019-06-29 02:03:00,5
2019-06-29 02:05:00,21
2019-06-29 02:06:00,35
2019-06-29 02:08:00,11
2019-06-29 02:10:00,1
2019-06-29 02:11:00,3
2019-06-29 02:13:00,5
2019-06-29 02:15:00,21
2019-06-29 02:16:00,37
2019-06-29 02:18:00,11
2019-06-29 02:20:00,1
2019-06-29 02:21:00,3
2019-06-29 02:23:00,5
2019-06-29 02:25:00,21
2019-06-29 02:26:00,35
2019-06-29 02:28:00,12
2019-06-29 02:30:00,1
2019-06-29 02:31:00,3
2019-06-29 02:33:00,5
2019-06-29 02:35:00,21
2019-06-29 02:36:00,34
2019-06-29 02:38:00,12
2019-06-29 02:40:00,1
2019-06-29 02:41:00,3
2019-06-29 02:43:00,5
2019-06-29 02:45:00,21
2019-06-29 02:46:00,34
2019-06-29 02:48:00,12
2019-06-29 02:50:00,1
2019-06-29 02:51:00,3
2019-06-29 02:53:00,5
2019-06-29 02:55:00,21
2019-06-29 02:56:00,34
2019-06-29 02:58:00,12
2019-06-29 03:01:00,4
2019-06-29 03:03:00,5
2019-06-29 03:05:00,21
2019-06-29 03:06:00,34
2019-06-29 03:08:00,12
2019-06-29 03:10:00,1
2019-06-29 03:11:00,3
2019-06-29 03:13:00,5
2019-06-29 03:15:00,13
2019-06-29 03:16:00,42
2019-06-29 03:18:00,12
2019-06-29 03:20:00,1
2019-06-29 03:21:00,3
2019-06-29 03:23:00,5
2019-06-29 03:25:00,14
2019-06-29 03:26:00,41
2019-06-29 03:28:00,12
2019-06-29 03:31:00,4
2019-06-29 03:33:00,5
2019-06-29 03:35:00,14
2019-06-29 03:36:00,41
2019-06-29 03:38:00,14
2019-06-29 03:41:00,4
2019-06-29 03:43:00,5
2019-06-29 03:45:00,14
2019-06-29 03:46:00,41
2019-06-29 03:48:00,12
2019-06-29 03:51:00,4
2019-06-29 03:53:00,5
2019-06-29 03:55:00,14
2019-06-29 03:56:00,41
2019-06-29 03:58:00,11
2019-06-29 03:59:00,1
2019-06-29 04:01:00,4
2019-06-29 04:03:00,5
2019-06-29 04:05:00,13
2019-06-29 04:06:00,41
2019-06-29 04:07:00,1
2019-06-29 04:08:00,11
2019-06-29 04:09:00,1
2019-06-29 04:11:00,4
2019-06-29 04:13:00,5
2019-06-29 04:15:00,14
2019-06-29 04:16:00,41
2019-06-29 04:18:00,9
2019-06-29 04:19:00,3
2019-06-29 04:21:00,4
2019-06-29 04:23:00,5
2019-06-29 04:25:00,14
2019-06-29 04:26:00,41
2019-06-29 04:28:00,9
2019-06-29 04:29:00,3
2019-06-29 04:31:00,4
2019-06-29 04:33:00,5
2019-06-29 04:35:00,13
2019-06-29 04:36:00,42
2019-06-29 04:38:00,8
2019-06-29 04:39:00,4
2019-06-29 04:41:00,4
2019-06-29 04:43:00,5
2019-06-29 04:45:00,13
2019-06-29 04:46:00,41
2019-06-29 04:47:00,1
2019-06-29 04:48:00,8
2019-06-29 04:49:00,4
2019-06-29 04:51:00,3
2019-06-29 04:52:00,1
2019-06-29 04:53:00,5
2019-06-29 04:55:00,13
2019-06-29 04:56:00,41
2019-06-29 04:57:00,1
2019-06-29 04:58:00,8
2019-06-29 04:59:00,4
2019-06-29 05:01:00,3
2019-06-29 05:02:00,1
2019-06-29 05:03:00,5
2019-06-29 05:05:00,13
2019-06-29 05:06:00,41
2019-06-29 05:07:00,1
2019-06-29 05:08:00,8
2019-06-29 05:09:00,4
2019-06-29 05:11:00,2
2019-06-29 05:12:00,1
2019-06-29 05:13:00,6
2019-06-29 05:14:00,1
2019-06-29 05:15:00,13
2019-06-29 05:16:00,41
2019-06-29 05:17:00,1
2019-06-29 05:18:00,8
2019-06-29 05:19:00,4
2019-06-29 05:21:00,2
2019-06-29 05:23:00,6
2019-06-29 05:24:00,1
2019-06-29 05:25:00,13
2019-06-29 05:26:00,41
2019-06-29 05:27:00,1
2019-06-29 05:28:00,8
2019-06-29 05:29:00,4
2019-06-29 05:31:00,2
2019-06-29 05:33:00,6
2019-06-29 05:34:00,1
2019-06-29 05:35:00,13
2019-06-29 05:36:00,41
2019-06-29 05:37:00,1
2019-06-29 05:38:00,8
2019-06-29 05:39:00,4
2019-06-29 05:41:00,2
2019-06-29 05:43:00,6
2019-06-29 05:44:00,1
2019-06-29 05:45:00,13
2019-06-29 05:46:00,41
2019-06-29 05:47:00,1
2019-06-29 05:48:00,8
2019-06-29 05:49:00,4
2019-06-29 05:51:00,2
2019-06-29 05:53:00,6
2019-06-29 05:54:00,1
2019-06-29 05:55:00,13
2019-06-29 05:56:00,41
