78,select * from fDocFunctionParams(&&&)
2019-06-29 01:50:00,1
2019-06-29 02:21:00,1
2019-06-29 02:25:00,6
2019-06-29 02:26:00,20
2019-06-29 02:37:00,1
2019-06-29 03:14:00,1
2019-06-29 04:10:00,1
2019-06-29 04:12:00,1
2019-06-29 04:37:00,1
2019-06-29 04:41:00,1
2019-06-29 04:45:00,1
2019-06-29 05:27:00,1
2019-06-29 05:46:00,1
2019-06-29 05:47:00,3
2019-06-29 05:48:00,4
2019-06-29 05:49:00,3
2019-06-29 05:50:00,4
2019-06-29 05:51:00,2
2019-06-29 05:52:00,4
2019-06-29 06:05:00,1
2019-06-29 06:14:00,1
2019-06-29 07:33:00,1
2019-06-29 07:35:00,1
2019-06-29 08:27:00,1
2019-06-29 09:02:00,1
2019-06-29 09:43:00,1
2019-06-29 09:50:00,1
2019-06-29 10:48:00,1
2019-06-29 10:58:00,1
2019-06-29 13:18:00,1
2019-06-29 13:35:00,1
2019-06-29 14:50:00,1
2019-06-29 15:22:00,1
2019-06-29 16:55:00,1
2019-06-29 17:00:00,1
2019-06-29 17:11:00,1
2019-06-29 17:17:00,1
2019-06-29 18:25:00,1
2019-06-29 18:49:00,1
2019-06-29 21:34:00,1
