13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-29 14:06:00,1
2019-06-29 14:10:00,1
2019-06-29 14:17:00,1
2019-06-29 14:22:00,1
2019-06-29 14:27:00,1
2019-06-29 14:31:00,1
2019-06-29 14:33:00,1
2019-06-29 14:36:00,1
2019-06-29 14:41:00,1
2019-06-29 14:43:00,1
2019-06-29 14:57:00,1
2019-06-29 15:07:00,1
2019-06-29 15:17:00,1
