50,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-06-29 00:04:00,1
2019-06-29 00:05:00,2
2019-06-29 01:10:00,1
2019-06-29 01:11:00,4
2019-06-29 01:12:00,4
2019-06-29 01:13:00,1
2019-06-29 01:18:00,2
2019-06-29 01:19:00,8
2019-06-29 01:20:00,2
2019-06-29 01:39:00,1
2019-06-29 01:40:00,4
2019-06-29 08:24:00,1
2019-06-29 13:58:00,4
2019-06-29 13:59:00,6
2019-06-29 14:00:00,7
2019-06-29 14:01:00,1
2019-06-29 17:15:00,1
