18,"SELECT aa_g,kk_g,airmass_g,gain_g,sky_g,skysig_g FROM Field where run=# AND rerun=# AND camcol=# AND field=#"
2019-06-29 20:23:00,1
2019-06-29 20:24:00,1
2019-06-29 20:27:00,1
2019-06-29 20:30:00,1
2019-06-29 20:32:00,1
2019-06-29 20:33:00,2
2019-06-29 20:48:00,1
2019-06-29 20:49:00,1
2019-06-29 20:50:00,2
2019-06-29 21:55:00,1
2019-06-29 21:56:00,2
2019-06-29 22:39:00,1
2019-06-29 22:41:00,2
2019-06-29 22:42:00,1
