10,"select top # petroRad_i, expAB_i, ObjID from galaxy where ObjID IN ( #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, #, # )"
2019-06-29 19:10:00,1
2019-06-29 19:15:00,1
2019-06-29 19:26:00,1
2019-06-29 19:30:00,1
2019-06-29 19:32:00,1
2019-06-29 19:34:00,1
2019-06-29 19:35:00,1
2019-06-29 19:39:00,1
2019-06-29 19:40:00,1
2019-06-29 19:43:00,1
