98,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-01-15 00:58:00,1
2019-01-15 01:58:00,1
2019-01-15 02:58:00,1
2019-01-15 03:43:00,6
2019-01-15 03:44:00,3
2019-01-15 03:58:00,1
2019-01-15 04:58:00,1
2019-01-15 05:58:00,1
2019-01-15 06:58:00,1
2019-01-15 07:53:00,1
2019-01-15 07:56:00,2
2019-01-15 07:57:00,1
2019-01-15 08:17:00,1
2019-01-15 08:57:00,1
2019-01-15 09:10:00,1
2019-01-15 09:57:00,1
2019-01-15 10:58:00,1
2019-01-15 11:16:00,9
2019-01-15 11:25:00,1
2019-01-15 11:30:00,1
2019-01-15 11:36:00,1
2019-01-15 11:50:00,9
2019-01-15 11:57:00,1
2019-01-15 12:39:00,1
2019-01-15 12:40:00,1
2019-01-15 12:43:00,2
2019-01-15 12:54:00,2
2019-01-15 12:58:00,1
2019-01-15 13:14:00,9
2019-01-15 13:57:00,1
2019-01-15 14:57:00,1
2019-01-15 15:11:00,9
2019-01-15 15:44:00,9
2019-01-15 15:58:00,1
2019-01-15 16:57:00,1
2019-01-15 17:43:00,9
2019-01-15 17:58:00,1
2019-01-15 18:18:00,2
2019-01-15 18:57:00,1
