52,select distinct parent from DBViewCols where viewname=&&&
2019-01-15 02:57:00,1
2019-01-15 03:32:00,1
2019-01-15 03:36:00,1
2019-01-15 03:58:00,1
2019-01-15 04:03:00,1
2019-01-15 05:12:00,1
2019-01-15 06:56:00,1
2019-01-15 07:10:00,1
2019-01-15 07:11:00,1
2019-01-15 09:09:00,1
2019-01-15 09:20:00,1
2019-01-15 09:55:00,1
2019-01-15 10:39:00,1
2019-01-15 10:40:00,1
2019-01-15 12:21:00,1
2019-01-15 15:19:00,2
2019-01-15 15:20:00,2
2019-01-15 15:57:00,1
2019-01-15 19:55:00,1
2019-01-15 21:17:00,1
2019-01-15 21:18:00,1
2019-01-15 21:19:00,2
2019-01-15 21:20:00,2
2019-01-15 21:21:00,1
2019-01-15 21:22:00,3
2019-01-15 21:24:00,3
2019-01-15 21:25:00,1
2019-01-15 21:26:00,1
2019-01-15 21:27:00,3
2019-01-15 21:28:00,1
2019-01-15 21:29:00,3
2019-01-15 21:31:00,1
2019-01-15 21:32:00,2
2019-01-15 21:33:00,1
2019-01-15 21:34:00,1
2019-01-15 21:54:00,1
2019-01-15 23:32:00,1
2019-01-15 23:43:00,1
2019-01-15 23:44:00,1
